哈尔滨,2018-03-16,1,-17,晴,西南风 3级
哈尔滨,2018-03-17,6,-9,晴,西南风 3级
哈尔滨,2018-03-18,7,-6,多云,西风 4级
哈尔滨,2018-03-19,-1,-9,晴,北风 3级
哈尔滨,2018-03-20,3,-12,晴,东风 2级
哈尔滨,2018-03-21,6,-7,晴,南风 2级
哈尔滨,2018-03-22,13,-6,晴,南风 3级
哈尔滨,2018-03-23,11,-2,多云,西南风 3级
哈尔滨,2018-03-24,14,-4,多云,西风 3级
哈尔滨,2018-03-25,17,1,晴,西南风 3级
哈尔滨,2018-03-26,22,0,阴,南风 4级
哈尔滨,2018-03-27,20,4,多云,西南风 4级
哈尔滨,2018-03-28,14,4,晴,西北风 4级
哈尔滨,2018-03-29,10,-2,晴,西北风 3级
哈尔滨,2018-03-30,14,-2,阴,西南风 3级
哈尔滨,2018-03-31,10,2,多云,南风 2级
哈尔滨,2018-04-01,17,2,阴,南风 4级
哈尔滨,2018-04-02,14,2,阴,西风 4级
哈尔滨,2018-04-03,6,-3,多云,西北风 4级
哈尔滨,2018-04-04,4,-6,晴,西北风 3级
哈尔滨,2018-04-05,4,-5,阴,东北风 2级
哈尔滨,2018-04-06,6,-6,阴,北风 3级
哈尔滨,2018-04-07,7,-5,多云,西北风 3级
哈尔滨,2018-04-08,7,-3,阴,西风 3级
哈尔滨,2018-04-09,12,-4,多云,西南风 2级
哈尔滨,2018-04-10,8,1,雨,东南风 3级
哈尔滨,2018-04-11,10,0,阴,西北风 4级
哈尔滨,2018-04-12,8,0,多云,西北风 3级
哈尔滨,2018-04-13,14,4,雨,南风 3级
哈尔滨,2018-04-14,9,4,雨,南风 3级
哈尔滨,2018-04-15,12,1,晴,北风 3级
哈尔滨,2018-04-16,18,-1,多云,南风 4级
哈尔滨,2018-04-17,21,8,多云,西南风 5级
哈尔滨,2018-04-18,22,8,阴,西南风 3级
哈尔滨,2018-04-19,21,7,晴,西风 3级
哈尔滨,2018-04-20,17,9,雨,南风 2级
哈尔滨,2018-04-21,14,3,多云,北风 4级
哈尔滨,2018-04-22,17,2,阴,东北风 3级
哈尔滨,2018-04-23,18,2,阴,东风 3级
哈尔滨,2018-04-24,22,4,多云,东北风 2级
哈尔滨,2018-04-25,27,8,晴,西南风 3级
哈尔滨,2018-04-26,17,8,多云,西北风 4级
哈尔滨,2018-04-27,21,0,多云,西南风 3级
哈尔滨,2018-04-28,22,6,阴,东南风 3级
哈尔滨,2018-04-29,20,5,阴,西风 4级
哈尔滨,2018-04-30,19,2,阴,西北风 2级
哈尔滨,2018-05-01,19,3,雨,东北风 3级
哈尔滨,2018-05-02,17,4,阴,东北风 3级
哈尔滨,2018-05-03,17,4,阴,北风 4级
哈尔滨,2018-05-04,14,6,多云,东北风 3级
哈尔滨,2018-05-05,20,3,多云,西南风 3级
哈尔滨,2018-05-06,21,4,阴,西风 4级
哈尔滨,2018-05-07,19,4,多云,北风 3级
哈尔滨,2018-05-08,18,5,多云,东风 3级
哈尔滨,2018-05-09,21,5,晴,东风 2级
哈尔滨,2018-05-10,23,8,晴,西南风 3级
哈尔滨,2018-05-11,25,7,阴,西风 2级
哈尔滨,2018-05-12,22,12,多云,南风 4级
哈尔滨,2018-05-13,24,11,多云,南风 2级
哈尔滨,2018-05-14,26,15,阴,南风 4级
哈尔滨,2018-05-15,26,14,阴,南风 3级
哈尔滨,2018-05-16,22,10,阴,西北风 4级
哈尔滨,2018-05-17,24,10,阴,东北风 3级
哈尔滨,2018-05-18,25,10,晴,东北风 3级
哈尔滨,2018-05-19,28,10,多云,南风 3级
哈尔滨,2018-05-20,28,15,阴,南风 4级
哈尔滨,2018-05-21,28,15,晴,南风 3级
哈尔滨,2018-05-22,23,6,雨,西南风 4级
哈尔滨,2018-05-23,19,5,阴,西南风 3级
哈尔滨,2018-05-24,21,9,多云,北风 3级
哈尔滨,2018-05-25,22,9,晴,北风 2级
哈尔滨,2018-05-26,24,9,多云,东北风 2级
哈尔滨,2018-05-27,16,11,小雨到中雨,东风 2级
哈尔滨,2018-05-28,23,10,小雨,东南风 3级
哈尔滨,2018-05-29,21,13,多云,南风 3级
哈尔滨,2018-05-30,26,10,晴,西北风 2级
哈尔滨,2018-05-31,31,14,晴,西北风 2级
哈尔滨,2018-06-01,35,15,多云,西南风 4级
哈尔滨,2018-06-02,38,22,晴,西南风 4级
哈尔滨,2018-06-03,30,22,阴,西南风 4级
哈尔滨,2018-06-04,29,17,小雨,南风 4级
哈尔滨,2018-06-05,24,16,多云,南风 4级
哈尔滨,2018-06-06,26,15,阴,西风 3级
哈尔滨,2018-06-07,26,13,阴,西北风 2级
哈尔滨,2018-06-08,23,13,多云,东风 3级
哈尔滨,2018-06-09,24,13,多云,东风 3级
哈尔滨,2018-06-10,25,16,小雨到中雨,南风 2级
哈尔滨,2018-06-11,24,15,多云,南风 2级
哈尔滨,2018-06-12,26,15,多云,东风 2级
哈尔滨,2018-06-13,27,15,小雨,东风 2级
哈尔滨,2018-06-14,24,17,小雨到中雨,南风 3级
哈尔滨,2018-06-15,24,16,雨,南风 3级
哈尔滨,2018-06-16,23,17,小雨,南风 4级
哈尔滨,2018-06-17,27,15,多云,西南风 2级
哈尔滨,2018-06-18,23,15,小雨到中雨,西南风 4级
哈尔滨,2018-06-19,23,14,小雨到大雨,西风 2级
哈尔滨,2018-06-20,22,14,小雨,北风 3级
哈尔滨,2018-06-21,26,13,多云,西北风 2级
哈尔滨,2018-06-22,30,16,阴,西南风 3级
哈尔滨,2018-06-23,27,16,晴,北风 3级
哈尔滨,2018-06-24,26,14,阴,东北风 3级
哈尔滨,2018-06-25,21,16,中雨,南风 3级
哈尔滨,2018-06-26,24,17,雨,西南风 3级
哈尔滨,2018-06-27,23,17,多云,东北风 2级
哈尔滨,2018-06-28,27,16,多云,西风 2级
哈尔滨,2018-06-29,28,17,多云转小雨,西南风 3级
哈尔滨,2018-06-30,29,18,小雨,南风 3级
哈尔滨,2018-07-01,32,20,多云,南风 3级
哈尔滨,2018-07-02,30,20,阴,东风 2级
哈尔滨,2018-07-03,28,20,晴,东风 2级
哈尔滨,2018-07-04,25,19,小雨,东北风 3级
哈尔滨,2018-07-05,23,17,多云,东风 4级
哈尔滨,2018-07-06,23,17,晴,东风 3级
哈尔滨,2018-07-07,25,16,小雨,东南风 2级
哈尔滨,2018-07-08,22,18,雨,南风 4级
哈尔滨,2018-07-09,25,17,多云,南风 3级
哈尔滨,2018-07-10,29,19,多云,西南风 2级
哈尔滨,2018-07-11,31,20,多云转小雨,东南风 2级
哈尔滨,2018-07-12,29,20,小雨到大雨,西南风 3级
哈尔滨,2018-07-13,29,23,小雨,西南风 4级
哈尔滨,2018-07-14,30,20,多云转小雨,西南风 3级
哈尔滨,2018-07-15,31,21,多云,西南风 3级
哈尔滨,2018-07-16,31,19,中雨到大雨,南风 3级
哈尔滨,2018-07-17,28,24,多云,西南风 3级
哈尔滨,2018-07-18,27,23,雨,西南风 4级
哈尔滨,2018-07-19,30,23,小雨到中雨,西南风 4级
哈尔滨,2018-07-20,27,23,雨,西南风 3级
哈尔滨,2018-07-21,29,25,小雨到中雨,西南风 3级
哈尔滨,2018-07-22,32,24,多云,西南风 3级
哈尔滨,2018-07-23,31,24,小雨,西南风 3级
哈尔滨,2018-07-24,31,23,中雨,南风 3级
哈尔滨,2018-07-25,28,20,阴转小雨,西南风 4级
哈尔滨,2018-07-26,27,20,多云,北风 2级
哈尔滨,2018-07-27,29,19,晴,北风 2级
哈尔滨,2018-07-28,31,20,晴,东北风 1级
哈尔滨,2018-07-29,30,19,多云,东南风 1级
哈尔滨,2018-07-30,32,23,多云,西北风 2级
哈尔滨,2018-07-31,29,19,多云,西北风 2级
哈尔滨,2018-08-01,27,18,多云,北风 2级
哈尔滨,2018-08-02,28,17,晴,东北风 2级
哈尔滨,2018-08-03,34,20,小雨到中雨,东南风 3级
哈尔滨,2018-08-04,25,17,阴转小雨,东北风 3级
哈尔滨,2018-08-05,25,16,多云,东北风 2级
哈尔滨,2018-08-06,26,16,多云,东风 2级
哈尔滨,2018-08-07,26,17,多云,东风 1级
哈尔滨,2018-08-08,28,18,晴,东风 1级
哈尔滨,2018-08-09,28,16,雨,东风 1级
哈尔滨,2018-08-10,25,17,多云,西北风 3级
哈尔滨,2018-08-11,25,17,多云,北风 2级
哈尔滨,2018-08-12,26,16,多云,东风 2级
哈尔滨,2018-08-13,24,17,多云,东风 2级
哈尔滨,2018-08-14,25,16,雨,东风 3级
哈尔滨,2018-08-15,25,15,晴,东北风 3级
哈尔滨,2018-08-16,25,14,晴,东北风 2级
哈尔滨,2018-08-17,25,14,阴,东南风 2级
哈尔滨,2018-08-18,26,17,晴,西南风 3级
哈尔滨,2018-08-19,28,17,雨,西南风 3级
哈尔滨,2018-08-20,28,18,多云转小雨,南风 3级
哈尔滨,2018-08-21,24,17,雨,西北风 3级
哈尔滨,2018-08-22,27,14,多云,西风 3级
哈尔滨,2018-08-23,25,15,阴,东北风 2级
哈尔滨,2018-08-24,22,19,中雨,东北风 3级
哈尔滨,2018-08-25,20,17,小雨到中雨,东风 3级
哈尔滨,2018-08-26,21,17,小雨到中雨,东北风 2级
哈尔滨,2018-08-27,22,16,多云,北风 1级
哈尔滨,2018-08-28,23,15,小雨到中雨,东风 2级
哈尔滨,2018-08-29,22,17,小雨,东北风 2级
哈尔滨,2018-08-30,23,17,多云,北风 3级
哈尔滨,2018-08-31,24,16,晴,北风 2级
哈尔滨,2018-09-01,26,15,多云,南风 2级
哈尔滨,2018-09-02,23,16,中雨,南风 3级
哈尔滨,2018-09-03,23,16,多云,南风 4级
哈尔滨,2018-09-04,22,16,多云,南风 2级
哈尔滨,2018-09-05,20,14,中雨,西北风 3级
哈尔滨,2018-09-06,21,9,多云,西风 3级
哈尔滨,2018-09-07,19,10,小雨,西北风 3级
哈尔滨,2018-09-08,16,8,晴,西北风 3级
哈尔滨,2018-09-09,18,6,晴,东风 2级
哈尔滨,2018-09-10,21,10,晴,南风 3级
哈尔滨,2018-09-11,25,12,晴,南风 4级
哈尔滨,2018-09-12,21,15,多云,南风 4级
哈尔滨,2018-09-13,23,15,晴,西南风 3级
哈尔滨,2018-09-14,24,11,阴,南风 2级
哈尔滨,2018-09-15,18,12,晴,西风 3级
哈尔滨,2018-09-16,22,10,晴,西南风 3级
哈尔滨,2018-09-17,23,9,晴,西风 3级
哈尔滨,2018-09-18,22,8,晴,西南风 3级
哈尔滨,2018-09-19,24,9,晴,东南风 2级
哈尔滨,2018-09-20,24,10,晴,东南风 2级
哈尔滨,2018-09-21,19,12,晴,南风 2级
哈尔滨,2018-09-22,16,9,晴,南风 3级
哈尔滨,2018-09-23,16,7,多云,西南风 2级
哈尔滨,2018-09-24,15,6,多云,西风 2级
哈尔滨,2018-09-25,20,6,多云,西南风 2级
哈尔滨,2018-09-26,20,6,晴,西南风 2级
哈尔滨,2018-09-27,21,6,晴,东南风 2级
哈尔滨,2018-09-28,19,7,多云,东南风 3级
哈尔滨,2018-09-29,18,10,小雨,东南风 3级
哈尔滨,2018-09-30,16,10,多云,东北风 2级
哈尔滨,2018-10-01,16,7,晴,北风 4级
哈尔滨,2018-10-02,19,6,晴,西风 3级
哈尔滨,2018-10-03,19,6,晴,西南风 2级
哈尔滨,2018-10-04,22,7,晴,南风 3级
哈尔滨,2018-10-05,22,8,晴,南风 3级
哈尔滨,2018-10-06,19,7,多云,西风 3级
哈尔滨,2018-10-07,14,3,多云,西南风 3级
哈尔滨,2018-10-08,12,3,多云,西风 3级
哈尔滨,2018-10-09,12,2,多云,西风 2级
哈尔滨,2018-10-10,11,1,多云,北风 3级
哈尔滨,2018-10-11,13,2,晴,西北风 3级
哈尔滨,2018-10-12,17,2,晴,西南风 2级
哈尔滨,2018-10-13,19,5,晴,南风 4级
哈尔滨,2018-10-14,13,2,多云,西风 3级
哈尔滨,2018-10-15,10,2,多云,西北风 3级
哈尔滨,2018-10-16,9,0,多云,西北风 3级
哈尔滨,2018-10-17,10,-2,晴,西北风 2级
哈尔滨,2018-10-18,14,-2,晴,西南风 2级
哈尔滨,2018-10-19,16,2,晴,西南风 3级
哈尔滨,2018-10-20,17,1,晴,西南风 3级
哈尔滨,2018-10-21,16,2,多云,南风 3级
哈尔滨,2018-10-22,17,6,多云,南风 4级
哈尔滨,2018-10-23,14,6,晴,西南风 3级
哈尔滨,2018-10-24,12,2,晴,西风 2级
哈尔滨,2018-10-25,13,0,阴,东南风 2级
哈尔滨,2018-10-26,11,2,多云,南风 4级
哈尔滨,2018-10-27,5,-1,多云,西风 4级
哈尔滨,2018-10-28,3,-3,阴,西风 3级
哈尔滨,2018-10-29,2,-3,多云,北风 2级
哈尔滨,2018-10-30,6,-1,晴,西风 2级
哈尔滨,2018-10-31,7,-1,晴,西风 3级
哈尔滨,2018-11-01,12,-3,晴,西南风 2级
哈尔滨,2018-11-02,14,-1,晴,南风 4级
哈尔滨,2018-11-03,13,4,多云,西南风 4级
哈尔滨,2018-11-04,3,-4,多云,北风 4级
哈尔滨,2018-11-05,2,-7,晴,西风 2级
哈尔滨,2018-11-06,4,-6,晴,西南风 2级
哈尔滨,2018-11-07,6,-6,多云,南风 3级
哈尔滨,2018-11-08,8,-4,多云,东南风 3级
哈尔滨,2018-11-09,3,0,多云,北风 3级
哈尔滨,2018-11-10,4,-3,晴,西风 3级
哈尔滨,2018-11-11,4,-7,晴,西风 2级
哈尔滨,2018-11-12,3,-5,多云,西北风 2级
哈尔滨,2018-11-13,3,-7,晴,西风 1级
哈尔滨,2018-11-14,6,-6,阴,东南风 2级
哈尔滨,2018-11-15,2,-7,晴,西风 3级
哈尔滨,2018-11-16,-1,-8,晴,西风 3级
哈尔滨,2018-11-17,0,-10,多云,西风 2级
哈尔滨,2018-11-18,0,-9,多云,东北风 2级
哈尔滨,2018-11-19,-3,-10,晴,西北风 2级
哈尔滨,2018-11-20,-4,-12,晴,西北风 2级
哈尔滨,2018-11-21,-3,-11,多云,西南风 3级
哈尔滨,2018-11-22,-7,-15,晴,西北风 3级
哈尔滨,2018-11-23,-4,-15,晴,西南风 3级
哈尔滨,2018-11-24,0,-9,晴,西南风 3级
哈尔滨,2018-11-25,2,-10,晴,西南风 3级
哈尔滨,2018-11-26,7,-4,多云,西南风 5级
哈尔滨,2018-11-27,3,-8,风,西风 5级
哈尔滨,2018-11-28,-5,-12,晴,西风 3级
哈尔滨,2018-11-29,-6,-16,晴,西风 3级
哈尔滨,2018-11-30,-3,-14,晴,西南风 3级
哈尔滨,2018-12-01,0,-10,晴,南风 3级
哈尔滨,2018-12-02,7,-2,多云,西南风 5级
哈尔滨,2018-12-03,6,-8,多云,西风 4级
哈尔滨,2018-12-04,-8,-16,晴,西风 3级
哈尔滨,2018-12-05,-10,-18,晴,西风 3级
哈尔滨,2018-12-06,-13,-21,多云,西风 3级
哈尔滨,2018-12-07,-13,-22,晴,西风 3级
哈尔滨,2018-12-08,-14,-23,晴,西风 3级
哈尔滨,2018-12-09,-13,-21,晴,西风 2级
哈尔滨,2018-12-10,-10,-20,晴,西风 2级
哈尔滨,2018-12-11,-10,-20,晴,西南风 1级
哈尔滨,2018-12-12,-9,-20,霾,南风 2级
哈尔滨,2018-12-13,-9,-18,多云,西北风 3级
哈尔滨,2018-12-14,-9,-21,晴,西南风 3级
哈尔滨,2018-12-15,-3,-15,晴,西南风 4级
哈尔滨,2018-12-16,-2,-14,多云,西南风 2级
哈尔滨,2018-12-17,-4,-15,多云,西南风 3级
哈尔滨,2018-12-18,-6,-14,晴,西风 3级
哈尔滨,2018-12-19,-3,-13,晴,西风 2级
哈尔滨,2018-12-20,-2,-13,晴,西南风 2级
哈尔滨,2018-12-21,-2,-10,多云,南风 3级
哈尔滨,2018-12-22,-2,-12,多云,西南风 3级
哈尔滨,2018-12-23,-9,-18,晴,西风 4级
哈尔滨,2018-12-24,-9,-20,多云,西南风 3级
哈尔滨,2018-12-25,-9,-19,多云,西风 3级
哈尔滨,2018-12-26,-17,-24,晴,西风 4级
哈尔滨,2018-12-27,-16,-25,晴,西风 3级
哈尔滨,2018-12-28,-15,-24,晴,西风 3级
哈尔滨,2018-12-29,-16,-23,晴,西风 3级
哈尔滨,2018-12-30,-12,-21,阴,西风 2级
哈尔滨,2018-12-31,-12,-23,多云,西风 2级
哈尔滨,2019-01-01,-12,-22,阴,西南风 3级
哈尔滨,2019-01-02,-10,-19,多云,西风 2级
哈尔滨,2019-01-03,-10,-18,多云,南风 3级
哈尔滨,2019-01-04,-9,-17,多云,西南风 3级
哈尔滨,2019-01-05,-11,-18,晴,西风 2级
哈尔滨,2019-01-06,-10,-21,多云,西南风 2级
哈尔滨,2019-01-07,-9,-21,多云,西南风 2级
哈尔滨,2019-01-08,-12,-23,晴,西风 3级
哈尔滨,2019-01-09,-6,-19,晴,西南风 4级
哈尔滨,2019-01-10,-5,-17,霾,西南风 2级
哈尔滨,2019-01-11,-6,-13,晴,南风 2级
哈尔滨,2019-01-12,-2,-17,霾,南风 2级
哈尔滨,2019-01-13,-6,-12,霾,西风 2级
哈尔滨,2019-01-14,-9,-16,霾,南风 2级
哈尔滨,2019-01-15,-13,-18,晴,西北风 3级
哈尔滨,2019-01-16,-11,-22,晴,西风 3级
哈尔滨,2019-01-17,-15,-24,霾,西北风 2级
哈尔滨,2019-01-18,-12,-24,霾,南风 2级
哈尔滨,2019-01-19,-9,-22,晴,西南风 2级
哈尔滨,2019-01-20,-10,-20,晴,西风 2级
哈尔滨,2019-01-21,-7,-19,多云,东南风 2级
哈尔滨,2019-01-22,-3,-16,多云,西南风 3级
哈尔滨,2019-01-23,-8,-19,晴,西风 3级
哈尔滨,2019-01-24,-7,-19,多云,西风 2级
哈尔滨,2019-01-25,-7,-20,多云,西北风 2级
哈尔滨,2019-01-26,-6,-18,晴,西南风 3级
哈尔滨,2019-01-27,-3,-10,多云,西南风 4级
哈尔滨,2019-01-28,-6,-16,多云,西北风 3级
哈尔滨,2019-01-29,-1,-15,多云,南风 4级
哈尔滨,2019-01-30,-5,-17,多云,西风 4级
哈尔滨,2019-01-31,-7,-19,晴,西南风 3级
哈尔滨,2019-02-01,-5,-15,霾,南风 2级
哈尔滨,2019-02-02,-3,-18,阴,东风 3级
哈尔滨,2019-02-03,-6,-19,晴,西风 3级
哈尔滨,2019-02-04,-12,-21,多云,西风 3级
哈尔滨,2019-02-05,-14,-21,多云,西风 3级
哈尔滨,2019-02-06,-15,-23,晴,西风 3级
哈尔滨,2019-02-07,-17,-25,霾,西风 3级
哈尔滨,2019-02-08,-12,-24,晴,西风 3级
哈尔滨,2019-02-09,-9,-22,晴,西风 2级
哈尔滨,2019-02-10,-8,-22,多云,西风 2级
哈尔滨,2019-02-11,-7,-21,晴,西风 3级
哈尔滨,2019-02-12,-9,-22,晴,西风 3级
哈尔滨,2019-02-13,-6,-19,晴,西风 3级
哈尔滨,2019-02-14,-5,-17,晴,西南风 3级
哈尔滨,2019-02-15,-4,-15,晴,西风 2级
哈尔滨,2019-02-16,-3,-17,晴,西风 3级
哈尔滨,2019-02-17,-1,-14,晴,西南风 3级
哈尔滨,2019-02-18,4,-9,晴,西南风 3级
哈尔滨,2019-02-19,1,-8,多云,西风 2级
哈尔滨,2019-02-20,4,-6,晴,西风 2级
哈尔滨,2019-02-21,5,-9,晴,西南风 3级
哈尔滨,2019-02-22,4,-7,晴,西北风 3级
哈尔滨,2019-02-23,10,-7,晴,西南风 3级
哈尔滨,2019-02-24,5,-4,晴,西风 4级
哈尔滨,2019-02-25,4,-6,霾,西风 3级
哈尔滨,2019-02-26,3,-6,霾,西北风 2级
哈尔滨,2019-02-27,5,-8,霾,西南风 3级
哈尔滨,2019-02-28,5,-7,多云,西南风 3级
哈尔滨,2019-03-01,7,-5,晴,西风 2级
哈尔滨,2019-03-02,10,-5,晴,西南风 3级
哈尔滨,2019-03-03,8,-5,晴,北风 2级
哈尔滨,2019-03-04,9,-3,晴,东北风 2级
哈尔滨,2019-03-05,10,-5,多云,西风 3级
哈尔滨,2019-03-06,5,-5,晴,北风 3级
哈尔滨,2019-03-07,7,-7,晴,西风 2级
哈尔滨,2019-03-08,12,-6,多云,西南风 4级
哈尔滨,2019-03-09,7,-7,晴,西北风 3级
哈尔滨,2019-03-10,8,-8,多云,西南风 1级
哈尔滨,2019-03-11,19,7,晴,西北风 3级
哈尔滨,2019-03-12,-1,-5,雪,西风 4级
哈尔滨,2019-03-13,2,-7,多云,西北风 3级
哈尔滨,2019-03-14,4,-10,多云,西南风 2级
哈尔滨,2019-03-15,4,-9,晴,西北风 2级
哈尔滨,2019-03-16,6,-10,多云,西南风 2级
哈尔滨,2019-03-17,10,-7,多云,西南风 4级
哈尔滨,2019-03-18,15,0,晴,西南风 3级
哈尔滨,2019-03-19,14,0,多云,南风 3级
哈尔滨,2019-03-20,6,0,多云,北风 4级
哈尔滨,2019-03-21,-1,-7,多云,北风 4级
哈尔滨,2019-03-22,2,-12,雪,西南风 2级
哈尔滨,2019-03-23,2,-9,晴,西风 3级
哈尔滨,2019-03-24,9,-6,晴,西南风 3级
哈尔滨,2019-03-25,10,-4,晴,西风 4级
哈尔滨,2019-03-26,5,-5,晴,西北风 3级
哈尔滨,2019-03-27,5,-5,晴,西北风 3级
哈尔滨,2019-03-28,4,-7,多云,西北风 2级
哈尔滨,2019-03-29,6,-7,多云,东南风 2级
哈尔滨,2019-03-30,6,-5,多云,北风 3级
哈尔滨,2019-03-31,4,-6,多云,西北风 2级
哈尔滨,2019-04-01,7,-8,晴,西北风 3级
哈尔滨,2019-04-02,8,-5,晴,西北风 3级
哈尔滨,2019-04-03,13,-4,多云,西风 4级
哈尔滨,2019-04-04,7,-2,阴,东北风 3级
哈尔滨,2019-04-05,7,-2,多云,西北风 3级
哈尔滨,2019-04-06,8,-4,多云,西风 3级
哈尔滨,2019-04-07,9,-3,多云,西北风 3级
哈尔滨,2019-04-08,11,-3,晴,西北风 3级
哈尔滨,2019-04-09,11,-3,多云,西北风 2级
哈尔滨,2019-04-10,13,-2,晴,西北风 2级
哈尔滨,2019-04-11,15,-2,晴,西北风 2级
哈尔滨,2019-04-12,18,-1,阴,南风 3级
哈尔滨,2019-04-13,13,1,晴,西风 3级
哈尔滨,2019-04-14,13,1,晴,西南风 3级
哈尔滨,2019-04-15,21,4,晴,西南风 3级
哈尔滨,2019-04-16,25,9,霾,西南风 5级
哈尔滨,2019-04-17,21,5,阴,西南风 5级
哈尔滨,2019-04-18,11,2,晴,西北风 4级
哈尔滨,2019-04-19,12,-2,晴转多云,西北风 2级
哈尔滨,2019-04-20,16,3,多云,西南风 4级
哈尔滨,2019-04-21,16,1,晴,西北风 3级
哈尔滨,2019-04-22,20,4,小雨转雨,南风 4级
哈尔滨,2019-04-23,19,9,多云,西风 4级
哈尔滨,2019-04-24,13,4,晴转多云,西北风 4级
哈尔滨,2019-04-25,13,1,晴,北风 3级
哈尔滨,2019-04-26,16,1,晴,东北风 2级
哈尔滨,2019-04-27,20,4,晴转多云,西南风 3级
哈尔滨,2019-04-28,19,8,多云,西南风 4级
哈尔滨,2019-04-29,21,7,多云,南风 3级
哈尔滨,2019-04-30,20,7,多云,西南风 3级
哈尔滨,2019-05-01,16,6,晴转多云,西北风 4级
哈尔滨,2019-05-02,18,5,晴,北风 3级
哈尔滨,2019-05-03,25,4,晴转多云,南风 2级
哈尔滨,2019-05-04,27,11,多云转雨,南风 4级
